Worker ID,Nama,No. HP,Email,Tanggal Lahir,Gender,Pekerjaan,Pengalaman,Kecamatan,Kabupaten/Kota,Provinsi
4150,Lukman Pranowo,81190042887,lukmanpranowo@gmail.com,5/15/1964,Pria,Supir,15,Kelapa Dua,Kabupaten Tangerang,Banten
4151,Rahayu Permata,81795842887,rahayupermata@gmail.com,12/15/1967,Wanita,Teknisi Elektronik,13,Pasar Minggu,Jakarta Selatan,DKI Jakarta
4152,Waluyo Hardiansyah,81377342887,waluyohardiansyah@gmail.com,2/28/1972,Pria,Cleaning Service,3,Mekarbaru,Kabupaten Tangerang,Banten
4153,Lasmono Wasita,81964942887,lasmonowasita@gmail.com,2/12/1985,Pria,Teknisi Elektronik,12,Rajeg,Kabupaten Tangerang,Banten
4154,Leo Utama,81337542887,leoutama@gmail.com,12/17/1971,Pria,Supir,12,Taman Sari,Jakarta Barat,DKI Jakarta
4155,Samiah Yolanda,81761142887,samiahyolanda@gmail.com,6/14/1989,Wanita,Babysitter,10,Taman Sari,Jakarta Barat,DKI Jakarta
4156,Raisa Lestari,81545042887,raisalestari@gmail.com,9/23/1989,Wanita,Babysitter,6,Legok,Kabupaten Tangerang,Banten
4157,Rini Novitasari,81199542887,rininovitasari@gmail.com,12/4/1976,Wanita,Babysitter,4,Kebon Jeruk,Jakarta Barat,DKI Jakarta
4158,Raihan Latupono,81370742887,raihanlatupono@gmail.com,2/29/1988,Pria,Tukang,4,Kembangan,Jakarta Barat,DKI Jakarta
4159,Wahyu Setiawan,81878942887,wahyusetiawan@gmail.com,4/8/1963,Pria,Tukang,11,Cakung,Jakarta Timur,DKI Jakarta
4160,Winda Nasyiah,81475742887,windanasyiah@gmail.com,7/14/1980,Wanita,ART,6,Solear,Kabupaten Tangerang,Banten
4161,Wira Widodo,81683942887,wirawidodo@gmail.com,5/6/1996,Pria,Teknisi Elektronik,4,Tanah Abang,Jakarta Pusat,DKI Jakarta
4162,Tasdik Hutapea,81195042887,tasdikhutapea@gmail.com,7/21/1991,Pria,Cleaning Service,15,Pasar Rebo,Jakarta Timur,DKI Jakarta
4163,Elvina Pudjiastuti,81534142887,elvinapudjiastuti@gmail.com,11/19/1996,Wanita,Cleaning Service,3,Mampang Prapatan,Jakarta Selatan,DKI Jakarta
4164,Yance Aryani,81394342887,yancearyani@gmail.com,11/28/1973,Wanita,ART,1,Pagedangan,Kabupaten Tangerang,Banten
4165,Lala Usada,81161242887,lalausada@gmail.com,11/17/1986,Wanita,Cleaning Service,14,Jayanti,Kabupaten Tangerang,Banten
4166,Kasiyah Hartati,81756142887,kasiyahhartati@gmail.com,6/7/1991,Wanita,Cleaning Service,10,Cilandak,Jakarta Selatan,DKI Jakarta
4167,Mariadi Kusumo,81974942887,mariadikusumo@gmail.com,12/22/1973,Pria,Tukang,7,Ciledug,Kota Tangerang,Banten
4168,Saka Sihotang,81762642887,sakasihotang@gmail.com,3/2/1978,Pria,Supir,14,Penjaringan,Jakarta Utara,DKI Jakarta
4169,Nasab Winarno,81609542887,nasabwinarno@gmail.com,8/21/1969,Pria,Cleaning Service,8,Duren Sawit,Jakarta Timur,DKI Jakarta
4170,Gawati Nurdiyanti,81302242887,gawatinurdiyanti@gmail.com,4/14/1994,Wanita,Teknisi Elektronik,7,Jatinegara,Jakarta Timur,DKI Jakarta
4171,Asmianto Hardiansyah,81395442887,asmiantohardiansyah@gmail.com,10/8/1999,Pria,Teknisi Elektronik,12,Kelapa Dua,Kabupaten Tangerang,Banten
4172,Daliono Saragih,81452442887,dalionosaragih@gmail.com,1/20/1999,Pria,Tukang,6,Pancoran,Jakarta Selatan,DKI Jakarta
4173,Danuja Prasetyo,81654642887,danujaprasetyo@gmail.com,5/26/1990,Pria,Cleaning Service,14,Tambora,Jakarta Barat,DKI Jakarta
4174,Nasrullah Saefullah,81571842887,nasrullahsaefullah@gmail.com,1/2/1996,Pria,Supir,3,Menteng,Jakarta Pusat,DKI Jakarta
4175,Hendri Sinaga,81953542887,hendrisinaga@gmail.com,6/1/1968,Pria,Tukang,7,Batuceper,Kota Tangerang,Banten
4176,Emin Budiyanto,81511442887,eminbudiyanto@gmail.com,3/26/1989,Pria,Teknisi Elektronik,9,Mauk,Kabupaten Tangerang,Banten
4177,Keisha Mayasari,81377842887,keishamayasari@gmail.com,8/21/1975,Wanita,Teknisi Komputer,7,Setiabudi,Jakarta Selatan,DKI Jakarta
4178,Lulut Hidayanto,81385742887,luluthidayanto@gmail.com,4/9/1979,Pria,Teknisi Elektronik,15,Kronjo,Kabupaten Tangerang,Banten
4179,Tami Mandasari,81774742887,tamimandasari@gmail.com,1/8/1964,Wanita,Teknisi Elektronik,11,Jagakarsa,Jakarta Selatan,DKI Jakarta
4180,Dian Palastri,81163242887,dianpalastri@gmail.com,9/2/1996,Wanita,Babysitter,5,Senen,Jakarta Pusat,DKI Jakarta
4181,Alika Purnawati,81757542887,alikapurnawati@gmail.com,6/5/1965,Wanita,Teknisi Elektronik,4,Senen,Jakarta Pusat,DKI Jakarta
4182,Anastasia Hariyah,81899142887,anastasiahariyah@gmail.com,10/20/1998,Wanita,Cleaning Service,4,Kresek,Kabupaten Tangerang,Banten
4183,Icha Yuliarti,81749242887,ichayuliarti@gmail.com,3/7/1985,Wanita,Cleaning Service,5,Pagedangan,Kabupaten Tangerang,Banten
4184,Estiawan Kuswoyo,81169942887,estiawankuswoyo@gmail.com,1/25/1973,Pria,Teknisi Komputer,10,Benda,Kota Tangerang,Banten
4185,Bahuwarna Gunarto,81296842887,bahuwarnagunarto@gmail.com,9/10/1994,Pria,Supir,10,Tebet,Jakarta Selatan,DKI Jakarta
4186,Makara Firmansyah,81809542887,makarafirmansyah@gmail.com,7/10/1977,Pria,Teknisi Komputer,12,Penjaringan,Jakarta Utara,DKI Jakarta
4187,Cawisadi Manullang,81532642887,cawisadimanullang@gmail.com,12/12/1988,Pria,Cleaning Service,7,Cikupa,Kabupaten Tangerang,Banten
4188,Gangsar Siregar,81715042887,gangsarsiregar@gmail.com,8/21/1966,Pria,Teknisi Komputer,11,Menteng,Jakarta Pusat,DKI Jakarta
4189,Yuni Fujiati,81732142887,yunifujiati@gmail.com,8/12/1963,Wanita,ART,12,Pasar Minggu,Jakarta Selatan,DKI Jakarta
4190,Ghaliyati Melani,81526642887,ghaliyatimelani@gmail.com,7/16/1981,Wanita,Cleaning Service,8,Ciracas,Jakarta Timur,DKI Jakarta
4191,Gaiman Tampubolon,81693642887,gaimantampubolon@gmail.com,2/5/1999,Pria,Teknisi Komputer,15,Cisauk,Kabupaten Tangerang,Banten
4192,Raisa Haryanti,81738542887,raisaharyanti@gmail.com,1/24/1980,Wanita,ART,14,Cikupa,Kabupaten Tangerang,Banten
4193,Laswi Latupono,81826142887,laswilatupono@gmail.com,12/19/1974,Pria,Tukang,11,Setiabudi,Jakarta Selatan,DKI Jakarta
4194,Lintang Mandasari,81380242887,lintangmandasari@gmail.com,7/19/1995,Wanita,ART,9,Menteng,Jakarta Pusat,DKI Jakarta
4195,Pranawa Santoso,81912942887,pranawasantoso@gmail.com,6/3/1975,Pria,Cleaning Service,6,Cipondoh,Kota Tangerang,Banten
4196,Dadi Habibi,81181842887,dadihabibi@gmail.com,12/1/2000,Pria,Supir,7,Periuk,Kota Tangerang,Banten
4197,Mahfud Irawan,81494042887,mahfudirawan@gmail.com,11/29/1997,Pria,Supir,11,Cipondoh,Kota Tangerang,Banten
4198,Respati Hutasoit,81933142887,respatihutasoit@gmail.com,5/2/1977,Pria,Supir,13,Senen,Jakarta Pusat,DKI Jakarta
4199,Aswani Sirait,81758142887,aswanisirait@gmail.com,3/31/1965,Pria,Teknisi Komputer,3,Tebet,Jakarta Selatan,DKI Jakarta
4200,Yance Fujiati,81510642887,yancefujiati@gmail.com,1/23/1963,Wanita,ART,12,Pasar Minggu,Jakarta Selatan,DKI Jakarta
4201,Lutfan Hardiansyah,81909342887,lutfanhardiansyah@gmail.com,7/26/1998,Pria,Tukang,2,Gambir,Jakarta Pusat,DKI Jakarta
4202,Opan Hardiansyah,81814442887,opanhardiansyah@gmail.com,9/30/1963,Pria,Teknisi Elektronik,14,Mampang Prapatan,Jakarta Selatan,DKI Jakarta
4203,Edi Maulana,81770642887,edimaulana@gmail.com,7/30/1981,Pria,Supir,3,Taman Sari,Jakarta Barat,DKI Jakarta
4204,Oliva Namaga,81706642887,olivanamaga@gmail.com,10/24/1971,Wanita,Teknisi Elektronik,5,Ciledug,Kota Tangerang,Banten
4205,Wage Saptono,81900642887,wagesaptono@gmail.com,2/25/1997,Pria,Tukang,12,Solear,Kabupaten Tangerang,Banten
4206,Rudi Najmudin,81320842887,rudinajmudin@gmail.com,8/30/1989,Pria,Supir,5,Ciledug,Kota Tangerang,Banten
4207,Cahyono Sihombing,81858442887,cahyonosihombing@gmail.com,1/7/1995,Pria,Cleaning Service,15,Periuk,Kota Tangerang,Banten
4208,Dodo Siregar,81555642887,dodosiregar@gmail.com,5/13/1985,Pria,Teknisi Komputer,4,Karangtengah,Kota Tangerang,Banten
4209,Amelia Fujiati,81244942887,ameliafujiati@gmail.com,11/3/1986,Wanita,Teknisi Elektronik,7,Jatinegara,Jakarta Timur,DKI Jakarta
4210,Gabriella Namaga,81525942887,gabriellanamaga@gmail.com,3/5/1998,Wanita,Cleaning Service,14,Sukamulya,Kabupaten Tangerang,Banten
4211,Jono Sinaga,81983542887,jonosinaga@gmail.com,12/2/1985,Pria,Supir,9,Kramat Jati,Jakarta Timur,DKI Jakarta
4212,Eluh Gunarto,81506842887,eluhgunarto@gmail.com,1/28/1998,Pria,Tukang,9,Cilandak,Jakarta Selatan,DKI Jakarta
4213,Akarsana Januar,81187542887,akarsanajanuar@gmail.com,3/21/1992,Pria,Tukang,8,Palmerah,Jakarta Barat,DKI Jakarta
4214,Hartana Latupono,81781942887,hartanalatupono@gmail.com,10/26/1981,Pria,Teknisi Komputer,10,Kemayoran,Jakarta Pusat,DKI Jakarta
4215,Ellis Melani,81192542887,ellismelani@gmail.com,9/27/1986,Wanita,Cleaning Service,13,Mampang Prapatan,Jakarta Selatan,DKI Jakarta
4216,Adikara Zulkarnain,81592842887,adikarazulkarnain@gmail.com,2/1/1979,Pria,Teknisi Komputer,1,Periuk,Kota Tangerang,Banten
4217,Olivia Rahmawati,81462842887,oliviarahmawati@gmail.com,3/26/1967,Wanita,ART,1,Jayanti,Kabupaten Tangerang,Banten
4218,Kasiran Dongoran,81509642887,kasirandongoran@gmail.com,1/16/1984,Pria,Supir,14,Pesanggrahan,Jakarta Selatan,DKI Jakarta
4219,Titi Yuniar,81273042887,titiyuniar@gmail.com,4/30/1971,Wanita,Cleaning Service,13,Kramat Jati,Jakarta Timur,DKI Jakarta
4220,Ikhsan Sitompul,81345942887,ikhsansitompul@gmail.com,9/21/1985,Pria,Supir,2,Benda,Kota Tangerang,Banten
4221,Yono Firgantoro,81676342887,yonofirgantoro@gmail.com,3/25/1989,Pria,Tukang,13,Sindang Jaya,Kabupaten Tangerang,Banten
4222,Nurul Pratiwi,81461742887,nurulpratiwi@gmail.com,12/15/1981,Wanita,ART,10,Larangan,Kota Tangerang,Banten
4223,Wardaya Maulana,81913142887,wardayamaulana@gmail.com,1/3/1993,Pria,Teknisi Elektronik,9,Tigaraksa,Kabupaten Tangerang,Banten
4224,Simon Pratama,81497142887,simonpratama@gmail.com,8/28/1968,Pria,Cleaning Service,8,Kramat Jati,Jakarta Timur,DKI Jakarta
4225,Wulan Riyanti,81654942887,wulanriyanti@gmail.com,1/16/1979,Wanita,ART,11,Cibodas,Kota Tangerang,Banten
4226,Asmadi Gunarto,81968542887,asmadigunarto@gmail.com,8/19/1965,Pria,Tukang,9,Rajeg,Kabupaten Tangerang,Banten
4227,Heryanto Putra,81784842887,heryantoputra@gmail.com,6/18/1997,Pria,Teknisi Komputer,2,Pademangan,Jakarta Utara,DKI Jakarta
4228,Wakiman Rajata,81949142887,wakimanrajata@gmail.com,8/26/1964,Pria,Teknisi Komputer,7,Matraman,Jakarta Timur,DKI Jakarta
4229,Salman Ardianto,81876842887,salmanardianto@gmail.com,7/6/2001,Pria,Teknisi Elektronik,15,Makasar,Jakarta Timur,DKI Jakarta
4230,Rika Mardhiyah,81647442887,rikamardhiyah@gmail.com,6/2/1991,Wanita,Cleaning Service,7,Sepatan,Kabupaten Tangerang,Banten
4231,Asirwada Wibowo,81716442887,asirwadawibowo@gmail.com,5/4/2001,Pria,Supir,2,Ciledug,Kota Tangerang,Banten
4232,Cayadi Widodo,81422142887,cayadiwidodo@gmail.com,7/3/1965,Pria,Cleaning Service,8,Cilincing,Jakarta Utara,DKI Jakarta
4233,Fathonah Agustina,81687042887,fathonahagustina@gmail.com,4/2/1964,Wanita,ART,11,Pinang,Kota Tangerang,Banten
4234,Cakrabuana Nashiruddin,81715542887,cakrabuananashiruddin@gmail.com,6/18/1977,Pria,Teknisi Elektronik,9,Solear,Kabupaten Tangerang,Banten
4235,Danang Sinaga,81198442887,danangsinaga@gmail.com,7/29/2002,Pria,Teknisi Elektronik,2,Pancoran,Jakarta Selatan,DKI Jakarta
4236,Eja Nugroho,81938542887,ejanugroho@gmail.com,5/17/1967,Pria,Teknisi Elektronik,2,Pulo Gadung,Jakarta Timur,DKI Jakarta
4237,Estiawan Salahudin,81496042887,estiawansalahudin@gmail.com,7/3/1975,Pria,Tukang,7,Kelapa Dua,Kabupaten Tangerang,Banten
4238,Kemba Habibi,81513342887,kembahabibi@gmail.com,3/5/1974,Pria,Teknisi Elektronik,13,Pasar Kemis,Kabupaten Tangerang,Banten
4239,Viktor Mansur,81781942887,viktormansur@gmail.com,6/27/1972,Pria,Teknisi Elektronik,7,Teluknaga,Kabupaten Tangerang,Banten
4240,Prasetyo Setiawan,81365842887,prasetyosetiawan@gmail.com,11/13/1963,Pria,Tukang,12,Kemayoran,Jakarta Pusat,DKI Jakarta
4241,Hasna Mayasari,81171142887,hasnamayasari@gmail.com,3/19/1998,Wanita,Cleaning Service,12,Johar Baru,Jakarta Pusat,DKI Jakarta
4242,Sakura Prastuti,81826842887,sakuraprastuti@gmail.com,10/4/1970,Wanita,Cleaning Service,1,Kemiri,Kabupaten Tangerang,Banten
4243,Sabrina Novitasari,81770042887,sabrinanovitasari@gmail.com,5/13/1988,Wanita,Cleaning Service,10,Tanah Abang,Jakarta Pusat,DKI Jakarta
4244,Kawaya Sihombing,81456342887,kawayasihombing@gmail.com,4/2/1988,Pria,Tukang,3,Mekarbaru,Kabupaten Tangerang,Banten
4245,Tasdik Wacana,81398542887,tasdikwacana@gmail.com,12/4/1981,Pria,Supir,10,Grogol Petamburan,Jakarta Barat,DKI Jakarta
4246,Unjani Laksmiwati,81534642887,unjanilaksmiwati@gmail.com,9/14/1992,Wanita,Teknisi Elektronik,13,Kebon Jeruk,Jakarta Barat,DKI Jakarta
4247,Galak Haryanto,81980542887,galakharyanto@gmail.com,8/4/1986,Pria,Tukang,5,Taman Sari,Jakarta Barat,DKI Jakarta
4248,Gasti Wastuti,81393642887,gastiwastuti@gmail.com,5/22/1972,Wanita,ART,13,Tanah Abang,Jakarta Pusat,DKI Jakarta
4249,Indra Wasita,81661642887,indrawasita@gmail.com,11/13/1983,Pria,Tukang,6,Tambora,Jakarta Barat,DKI Jakarta
4250,Utama Maheswara,81778142887,utamamaheswara@gmail.com,12/11/1981,Pria,Supir,10,Sawah Besar,Jakarta Pusat,DKI Jakarta
4251,Taswir Siregar,81735342887,taswirsiregar@gmail.com,8/15/2000,Pria,Supir,10,Tanah Abang,Jakarta Pusat,DKI Jakarta
4252,Prakosa Lazuardi,81188642887,prakosalazuardi@gmail.com,7/17/1972,Pria,Supir,9,Solear,Kabupaten Tangerang,Banten
4253,Zalindra Yuniar,81890842887,zalindrayuniar@gmail.com,6/18/1964,Wanita,ART,13,Sawah Besar,Jakarta Pusat,DKI Jakarta
4254,Virman Napitupulu,81206942887,virmannapitupulu@gmail.com,6/4/1989,Pria,Cleaning Service,4,Ciledug,Kota Tangerang,Banten
4255,Patricia Halimah,81791142887,patriciahalimah@gmail.com,12/26/1979,Wanita,Cleaning Service,1,Sukamulya,Kabupaten Tangerang,Banten
4256,Mila Rahayu,81277042887,milarahayu@gmail.com,4/16/1972,Wanita,Teknisi Elektronik,14,Kebayoran Baru,Jakarta Selatan,DKI Jakarta
4257,Clara Yuniar,81605142887,clarayuniar@gmail.com,9/25/1966,Wanita,Cleaning Service,6,Palmerah,Jakarta Barat,DKI Jakarta
4258,Cemeti Widodo,81356242887,cemetiwidodo@gmail.com,3/25/1969,Pria,Teknisi Elektronik,1,Cisoka,Kabupaten Tangerang,Banten
4259,Galih Suwarno,81161242887,galihsuwarno@gmail.com,1/10/1996,Pria,Cleaning Service,9,Batuceper,Kota Tangerang,Banten
4260,Galar Nugroho,81656442887,galarnugroho@gmail.com,2/25/1972,Pria,Supir,2,Panongan,Kabupaten Tangerang,Banten
4261,Kania Astuti,81690542887,kaniaastuti@gmail.com,5/28/1964,Wanita,ART,7,Mampang Prapatan,Jakarta Selatan,DKI Jakarta
4262,Dono Santoso,81574242887,donosantoso@gmail.com,10/21/1964,Pria,Tukang,9,Koja,Jakarta Utara,DKI Jakarta
4263,Darmaji Wibisono,81670942887,darmajiwibisono@gmail.com,5/14/1972,Pria,Teknisi Elektronik,11,Gambir,Jakarta Pusat,DKI Jakarta
4264,Ajiman Firgantoro,81559042887,ajimanfirgantoro@gmail.com,11/17/1974,Pria,Teknisi Elektronik,9,Pesanggrahan,Jakarta Selatan,DKI Jakarta
4265,Cahyanto Santoso,81201342887,cahyantosantoso@gmail.com,1/27/1978,Pria,Tukang,5,Johar Baru,Jakarta Pusat,DKI Jakarta
4266,Akarsana Tamba,81500742887,akarsanatamba@gmail.com,10/5/1968,Pria,Teknisi Elektronik,1,Kalideres,Jakarta Barat,DKI Jakarta
4267,Violet Suartini,81341642887,violetsuartini@gmail.com,9/9/1988,Wanita,Teknisi Elektronik,6,Kramat Jati,Jakarta Timur,DKI Jakarta
4268,Zamira Hastuti,81555542887,zamirahastuti@gmail.com,10/28/1972,Wanita,Babysitter,10,Kebayoran Baru,Jakarta Selatan,DKI Jakarta
4269,Shakila Puspasari,81238542887,shakilapuspasari@gmail.com,10/31/1988,Wanita,Cleaning Service,11,Cengkareng,Jakarta Barat,DKI Jakarta
4270,Anastasia Riyanti,81705342887,anastasiariyanti@gmail.com,3/15/2002,Wanita,Teknisi Elektronik,9,Cisauk,Kabupaten Tangerang,Banten
4271,Vanesa Lestari,81758742887,vanesalestari@gmail.com,6/4/1983,Wanita,Cleaning Service,6,Kebayoran Baru,Jakarta Selatan,DKI Jakarta
4272,Banawi Nainggolan,81475842887,banawinainggolan@gmail.com,3/19/2001,Pria,Tukang,9,Kelapa Dua,Kabupaten Tangerang,Banten
4273,Alika Oktaviani,81919642887,alikaoktaviani@gmail.com,4/2/1963,Wanita,Teknisi Elektronik,11,Balaraja,Kabupaten Tangerang,Banten
4274,Chandra Siregar,81259942887,chandrasiregar@gmail.com,1/29/1984,Pria,Cleaning Service,10,Mampang Prapatan,Jakarta Selatan,DKI Jakarta
4275,Rini Novitasari,81831942887,rininovitasari@gmail.com,6/20/1991,Wanita,ART,3,Kalideres,Jakarta Barat,DKI Jakarta
4276,Lalita Agustina,81367742887,lalitaagustina@gmail.com,4/21/1989,Wanita,Cleaning Service,2,Cilandak,Jakarta Selatan,DKI Jakarta
4277,Keisha Wijayanti,81207642887,keishawijayanti@gmail.com,4/15/1988,Wanita,Teknisi Komputer,15,Kemiri,Kabupaten Tangerang,Banten
4278,Darmana Halim,81163742887,darmanahalim@gmail.com,9/12/1985,Pria,Cleaning Service,10,Sukadiri,Kabupaten Tangerang,Banten
4279,Jamalia Pertiwi,81602642887,jamaliapertiwi@gmail.com,7/4/2001,Wanita,Cleaning Service,3,Mekarbaru,Kabupaten Tangerang,Banten
4280,Cakrabirawa Putra,81354542887,cakrabirawaputra@gmail.com,9/28/1986,Pria,Teknisi Elektronik,2,Kebayoran Lama,Jakarta Selatan,DKI Jakarta
4281,Lulut Sirait,81785942887,lulutsirait@gmail.com,12/9/1989,Pria,Tukang,9,Panongan,Kabupaten Tangerang,Banten
4282,Galih Sitompul,81368742887,galihsitompul@gmail.com,5/3/1974,Pria,Teknisi Elektronik,6,Makasar,Jakarta Timur,DKI Jakarta
4283,Mahesa Ardianto,81783642887,mahesaardianto@gmail.com,4/9/1990,Pria,Cleaning Service,4,Pancoran,Jakarta Selatan,DKI Jakarta
4284,Yuni Yuniar,81833842887,yuniyuniar@gmail.com,2/19/2002,Wanita,ART,9,Tanah Abang,Jakarta Pusat,DKI Jakarta
4285,Oman Wasita,81148242887,omanwasita@gmail.com,10/22/1963,Pria,Tukang,7,Palmerah,Jakarta Barat,DKI Jakarta
4286,Kadir Iswahyudi,81306742887,kadiriswahyudi@gmail.com,9/16/1965,Pria,Teknisi Elektronik,6,Mauk,Kabupaten Tangerang,Banten
4287,Ghaliyati Rahimah,81280242887,ghaliyatirahimah@gmail.com,10/14/1993,Wanita,Teknisi Komputer,10,Benda,Kota Tangerang,Banten
4288,Calista Pudjiastuti,81631742887,calistapudjiastuti@gmail.com,9/10/2001,Wanita,Babysitter,2,Jatiuwung,Kota Tangerang,Banten
4289,Yusuf Hakim,81703242887,yusufhakim@gmail.com,5/28/1976,Pria,Teknisi Komputer,13,Cilandak,Jakarta Selatan,DKI Jakarta
4290,Asmadi Sitompul,81906242887,asmadisitompul@gmail.com,8/12/1970,Pria,Cleaning Service,15,Sukamulya,Kabupaten Tangerang,Banten
4291,Lega Januar,81165642887,legajanuar@gmail.com,8/12/1979,Pria,Supir,9,Balaraja,Kabupaten Tangerang,Banten
4292,Gawati Yuliarti,81524542887,gawatiyuliarti@gmail.com,11/28/1995,Wanita,Teknisi Elektronik,12,Menteng,Jakarta Pusat,DKI Jakarta
4293,Yosef Tampubolon,81888942887,yoseftampubolon@gmail.com,5/16/1986,Pria,Cleaning Service,11,Pakuhaji,Kabupaten Tangerang,Banten
4294,Gading Iswahyudi,81450542887,gadingiswahyudi@gmail.com,5/4/1984,Pria,Cleaning Service,4,Sepatan,Kabupaten Tangerang,Banten
4295,Rina Yuniar,81777242887,rinayuniar@gmail.com,10/15/1969,Wanita,ART,7,Panongan,Kabupaten Tangerang,Banten
4296,Bahuraksa Prabowo,81971642887,bahuraksaprabowo@gmail.com,2/3/2000,Pria,Cleaning Service,4,Senen,Jakarta Pusat,DKI Jakarta
4297,Janet Nasyiah,81305842887,janetnasyiah@gmail.com,6/12/1979,Wanita,ART,12,Sukamulya,Kabupaten Tangerang,Banten
4298,Perkasa Nashiruddin,81610542887,perkasanashiruddin@gmail.com,6/20/1996,Pria,Cleaning Service,8,Tebet,Jakarta Selatan,DKI Jakarta
4299,Rahmi Yuniar,81518542887,rahmiyuniar@gmail.com,11/7/1980,Wanita,Teknisi Komputer,12,Rajeg,Kabupaten Tangerang,Banten
4300,Lanjar Prasetyo,81575742887,lanjarprasetyo@gmail.com,9/9/1985,Pria,Tukang,2,Larangan,Kota Tangerang,Banten
4301,Farhunnisa Lestari,81153742887,farhunnisalestari@gmail.com,7/24/1988,Wanita,Cleaning Service,1,Kemayoran,Jakarta Pusat,DKI Jakarta
4302,Yance Uyainah,81454442887,yanceuyainah@gmail.com,5/1/1981,Wanita,ART,10,Johar Baru,Jakarta Pusat,DKI Jakarta
4303,Candra Suryono,81484042887,candrasuryono@gmail.com,10/30/1983,Pria,Supir,5,Pasar Rebo,Jakarta Timur,DKI Jakarta
4304,Genta Nuraini,81166042887,gentanuraini@gmail.com,5/1/1999,Wanita,Cleaning Service,8,Mekarbaru,Kabupaten Tangerang,Banten
4305,Asman Dongoran,81475842887,asmandongoran@gmail.com,11/3/2003,Pria,Supir,10,Pasar Rebo,Jakarta Timur,DKI Jakarta
4306,Gamani Maulana,81468642887,gamanimaulana@gmail.com,9/26/1991,Pria,Supir,2,Johar Baru,Jakarta Pusat,DKI Jakarta
4307,Bagya Nashiruddin,81501942887,bagyanashiruddin@gmail.com,10/20/1975,Pria,Teknisi Elektronik,12,Jambe,Kabupaten Tangerang,Banten
4308,Jefri Sihotang,81956442887,jefrisihotang@gmail.com,11/23/1987,Pria,Supir,12,Cipayung,Jakarta Timur,DKI Jakarta
4309,Elvina Suartini,81289942887,elvinasuartini@gmail.com,5/2/1990,Wanita,ART,11,Jayanti,Kabupaten Tangerang,Banten
4310,Tari Novitasari,81512442887,tarinovitasari@gmail.com,2/16/1988,Wanita,ART,8,Kramat Jati,Jakarta Timur,DKI Jakarta
4311,Asmianto Anggriawan,81486242887,asmiantoanggriawan@gmail.com,8/2/1976,Pria,Teknisi Elektronik,9,Rajeg,Kabupaten Tangerang,Banten
4312,Balamantri Samosir,81409842887,balamantrisamosir@gmail.com,1/25/1982,Pria,Teknisi Elektronik,5,Kelapa Dua,Kabupaten Tangerang,Banten
4313,Eluh Dongoran,81320842887,eluhdongoran@gmail.com,11/30/1998,Pria,Tukang,10,Tigaraksa,Kabupaten Tangerang,Banten
4314,Harjasa Irawan,81913842887,harjasairawan@gmail.com,10/29/1999,Pria,Teknisi Elektronik,7,Pinang,Kota Tangerang,Banten
4315,Irfan Manullang,81390242887,irfanmanullang@gmail.com,9/16/1963,Pria,Teknisi Komputer,1,Cakung,Jakarta Timur,DKI Jakarta
4316,Tantri Rahimah,81518842887,tantrirahimah@gmail.com,9/14/1979,Wanita,Teknisi Elektronik,5,Kelapa Dua,Kabupaten Tangerang,Banten
4317,Hamima Widiastuti,81492442887,hamimawidiastuti@gmail.com,6/11/1982,Wanita,ART,15,Pasar Rebo,Jakarta Timur,DKI Jakarta
4318,Dalimin Salahudin,81453542887,daliminsalahudin@gmail.com,5/5/1980,Pria,Supir,5,Karawaci,Kota Tangerang,Banten
4319,Jaya Situmorang,81439242887,jayasitumorang@gmail.com,11/17/1998,Pria,Supir,8,Palmerah,Jakarta Barat,DKI Jakarta
4320,Titin Pratiwi,81864242887,titinpratiwi@gmail.com,2/24/1981,Wanita,Babysitter,15,Pakuhaji,Kabupaten Tangerang,Banten
4321,Bahuraksa Mansur,81654942887,bahuraksamansur@gmail.com,8/4/1967,Pria,Tukang,12,Pasar Minggu,Jakarta Selatan,DKI Jakarta
4322,Salwa Prastuti,81763442887,salwaprastuti@gmail.com,8/8/1987,Wanita,ART,14,Matraman,Jakarta Timur,DKI Jakarta
4323,Harsaya Wasita,81405342887,harsayawasita@gmail.com,1/27/1971,Pria,Supir,5,Pancoran,Jakarta Selatan,DKI Jakarta
4324,Lulut Firmansyah,81197942887,lulutfirmansyah@gmail.com,8/6/1972,Pria,Teknisi Komputer,4,Cisoka,Kabupaten Tangerang,Banten
4325,Kartika Andriani,81544742887,kartikaandriani@gmail.com,3/3/1967,Wanita,Teknisi Komputer,13,Kalideres,Jakarta Barat,DKI Jakarta
4326,Puput Permata,81312742887,puputpermata@gmail.com,2/11/1988,Wanita,Babysitter,7,Cibodas,Kota Tangerang,Banten
4327,Langgeng Maulana,81468042887,langgengmaulana@gmail.com,11/5/1973,Pria,Teknisi Elektronik,12,Jatiuwung,Kota Tangerang,Banten
4328,Nyoman Januar,81187242887,nyomanjanuar@gmail.com,10/8/1969,Pria,Supir,3,Kresek,Kabupaten Tangerang,Banten
4329,Yani Lailasari,81452242887,yanilailasari@gmail.com,2/14/1973,Wanita,ART,12,Kalideres,Jakarta Barat,DKI Jakarta
4330,Warji Pradipta,81594742887,warjipradipta@gmail.com,7/5/1968,Pria,Tukang,8,Cisoka,Kabupaten Tangerang,Banten
4331,Mahdi Waluyo,81251142887,mahdiwaluyo@gmail.com,3/7/1987,Pria,Tukang,9,Karawaci,Kota Tangerang,Banten
